t_idx,y=-6.00,y=-5.91,y=-5.81,y=-5.72,y=-5.62,y=-5.53,y=-5.43,y=-5.34,y=-5.24,y=-5.15,y=-5.06,y=-4.96,y=-4.87,y=-4.77,y=-4.68,y=-4.58,y=-4.49,y=-4.39,y=-4.30,y=-4.20,y=-4.11,y=-4.02,y=-3.92,y=-3.83,y=-3.73,y=-3.64,y=-3.54,y=-3.45,y=-3.35,y=-3.26,y=-3.17,y=-3.07,y=-2.98,y=-2.88,y=-2.79,y=-2.69,y=-2.60,y=-2.50,y=-2.41,y=-2.31,y=-2.22,y=-2.13,y=-2.03,y=-1.94,y=-1.84,y=-1.75,y=-1.65,y=-1.56,y=-1.46,y=-1.37,y=-1.28,y=-1.18,y=-1.09,y=-0.99,y=-0.90,y=-0.80,y=-0.71,y=-0.61,y=-0.52,y=-0.43,y=-0.33,y=-0.24,y=-0.14,y=-0.05,y=0.05,y=0.14,y=0.24,y=0.33,y=0.43,y=0.52,y=0.61,y=0.71,y=0.80,y=0.90,y=0.99,y=1.09,y=1.18,y=1.28,y=1.37,y=1.46,y=1.56,y=1.65,y=1.75,y=1.84,y=1.94,y=2.03,y=2.13,y=2.22,y=2.31,y=2.41,y=2.50,y=2.60,y=2.69,y=2.79,y=2.88,y=2.98,y=3.07,y=3.17,y=3.26,y=3.35,y=3.45,y=3.54,y=3.64,y=3.73,y=3.83,y=3.92,y=4.02,y=4.11,y=4.20,y=4.30,y=4.39,y=4.49,y=4.58,y=4.68,y=4.77,y=4.87,y=4.96,y=5.06,y=5.15,y=5.24,y=5.34,y=5.43,y=5.53,y=5.62,y=5.72,y=5.81,y=5.91,y=6.00
98,0.0,-2.5427637773134486e-10,-7.150777007562233e-10,-1.7414350517164285e-09,-4.098167206824238e-09,-9.469705945323441e-09,-2.153977583333844e-08,-4.824844526376813e-08,-1.0643137708192106e-07,-2.3120169179158352e-07,-4.945730262057659e-07,-1.0417681309579997e-06,-2.1606957124670896e-06,-4.412434703948714e-06,-8.871640145291547e-06,-1.7560950299730743e-05,-3.4220521182459895e-05,-6.564387029654289e-05,-0.0001239490901507759,-0.00023035878609272719,-0.0004213538323563035,-0.0007584654807565714,-0.0013434904545215638,-0.0023415491867485494,-0.004015118724616729,-0.006772863285901604,-0.011237579673504439,-0.018337587461062815,-0.029425017126810716,-0.0464221550895151,-0.07199268470838559,-0.10972772179940936,-0.16432656107439894,-0.24173901097890305,-0.34922077674126656,-0.4952372265267383,-0.6891369445350977,-0.9405089342219725,-1.2581414470816772,-1.6485218690141843,-2.1138609122414596,-2.649693342716399,-3.2422004461643836,-3.8655095791812135,-4.479339932740783,-5.0274608998384505,-5.437485139278904,-5.622506231218775,-5.484988423632002,-4.923111416646675,-3.839470909502724,-2.1516609462937306,0.19613631083510247,3.2217894402074574,6.895571045654672,11.133780122999726,15.79702672052208,20.694164556846953,25.592230944983164,30.231980606995617,34.347790455200176,37.68999656807684,40.04723030269338,41.26614792317806,41.266147923177265,40.04723030269258,37.68999656807764,34.347790455200176,30.23198060699482,25.592230944983164,20.69416455684735,15.797026720521682,11.133780123000124,6.8955710456542745,3.2217894402074574,0.19613631083510247,-2.1516609462935317,-3.839470909502724,-4.9231114166465755,-5.484988423632151,-5.622506231218876,-5.43748513927896,-5.027460899838388,-4.479339932740783,-3.865509579181164,-3.2422004461644334,-2.649693342716399,-2.1138609122415093,-1.6485218690141843,-1.2581414470816772,-0.9405089342219725,-0.6891369445350977,-0.4952372265267383,-0.34922077674126656,-0.24173901097890305,-0.16432656107439894,-0.10972772179940936,-0.07199268470838559,-0.04642215508941562,-0.0294250171269102,-0.018337587461062815,-0.011237579673504439,-0.006772863285802122,-0.004015118724616729,-0.0023415491867485494,-0.0013434904545215638,-0.0007584654807565714,-0.0004213538323563035,-0.00023035878609272719,-0.0001239490901507759,-6.564387029654289e-05,-3.422052128194205e-05,-1.7560950299730743e-05,-8.871640145291547e-06,-4.412434703948714e-06,-2.1606957124670896e-06,-1.0417680314758488e-06,-4.945731256879168e-07,-2.312015923094326e-07,-1.0643137708192106e-07,-4.824844526376813e-08,-2.1539875315489352e-08,-9.469705945323441e-09,-4.098167206824238e-09,-1.7414350517164285e-09,-7.150777007562233e-10,-2.5427637773134486e-10,0.0
99,0.0,-2.812360406285258e-10,-7.888934567330065e-10,-1.914931922907143e-09,-4.490922738625235e-09,-1.0341269069464409e-08,-2.344227248738157e-08,-5.2333480826671966e-08,-1.1506145367354631e-07,-2.491384230831873e-07,-5.31244932532194e-07,-1.1155136525362391e-06,-2.306546493919329e-06,-4.6960931349519495e-06,-9.414066075729054e-06,-1.8580666719706812e-05,-3.610479658625982e-05,-6.906571048796279e-05,-0.0001300548832668519,-0.00024106162672052122,-0.0004397796844553502,-0.0007896121858266298,-0.001395170429737215,-0.0024256906542786264,-0.0041494898682181355,-0.006983248156756279,-0.011560360457662422,-0.018822560008454527,-0.03013807223208103,-0.04744719065386577,-0.07343178149896896,-0.11169824909324634,-0.16695354102606008,-0.24514086311280178,-0.3534866251038812,-0.5003944461406331,-0.6951087145537364,-0.9470633721827797,-1.2648364398896432,-1.6546528446625173,-2.118422145312459,-2.6513663459243673,-3.239384742849334,-3.8564107332604984,-4.462126246748297,-5.000493089770127,-5.399612532276881,-5.573409378330808,-5.425533158373693,-4.855665852470665,-3.768127737404216,-2.0823057703131176,0.255961549654608,3.263259629364966,6.909190075799793,11.110198472909104,15.72799334885927,20.57350959590478,25.416755128670076,30.002124112040875,34.06797075887252,37.36854135490184,39.69588291298621,40.89918160824768,40.89918160824768,39.69588291298621,37.36854135490184,34.067970758873315,30.002124112040875,25.41675512867087,20.573509595905577,15.727993348859668,11.110198472909104,6.909190075800191,3.263259629364966,0.255961549654608,-2.0823057703131176,-3.768127737404614,-4.855665852470466,-5.425533158373743,-5.573409378330783,-5.3996125322769055,-5.000493089770139,-4.462126246748297,-3.8564107332604984,-3.239384742849334,-2.6513663459243673,-2.118422145312509,-1.6546528446625173,-1.2648364398895438,-0.9470633721827797,-0.6951087145537364,-0.5003944461405336,-0.3534866251038812,-0.24514086311280178,-0.16695354102606008,-0.11169824909324634,-0.07343178149896896,-0.047447190653766284,-0.03013807223208103,-0.01882256000855401,-0.011560360457662422,-0.006983248156656797,-0.0041494898682181355,-0.0024256906542786264,-0.001395170429737215,-0.0007896121858266298,-0.0004397796844553502,-0.00024106162672052122,-0.0001300548832668519,-6.906571048796279e-05,-3.610479658625982e-05,-1.8580666719706812e-05,-9.414065976246903e-06,-4.696093234434101e-06,-2.306546493919329e-06,-1.1155136525362391e-06,-5.31244932532194e-07,-2.491384230831873e-07,-1.1506155315569722e-07,-5.2333480826671966e-08,-2.3442173005230658e-08,-1.0341269069464409e-08,-4.490922738625235e-09,-1.914931922907143e-09,-7.888934567330065e-10,-2.812360406285258e-10,0.0
100,0.0,-3.108817216003336e-10,-8.695734811227251e-10,-2.1040474917910576e-09,-4.917502201736349e-09,-1.1284558824413005e-08,-2.549399236779286e-08,-5.672422503932871e-08,-1.2430682736856295e-07,-2.6829092574108786e-07,-5.7027685392471e-07,-1.1937583538716292e-06,-2.460816151356808e-06,-4.995212882885642e-06,-9.984348401172065e-06,-1.9649605316239774e-05,-3.807433446076691e-05,-7.263226557363581e-05,-0.0001364012179564579,-0.0002521557643723018,-0.00045882802661522775,-0.0008217264363896722,-0.0014483181171544373,-0.0025120020363331315,-0.00428698219168244,-0.007197991004492225,-0.011889029971846944,-0.019315200691470816,-0.03086069036630865,-0.04848353780186455,-0.0748833591423317,-0.11368120830717918,-0.16959082774608228,-0.24854777067025993,-0.3577479978378446,-0.505532291415428,-0.7010400828463283,-0.9535501677516892,-1.2714313375070427,-1.6606485573962657,-2.1228145460366323,-2.6528447865876474,-3.2363645297975783,-3.8471221861809073,-4.444771241389392,-4.973472908913044,-5.361820230877518,-5.524566489420579,-5.366536094156988,-4.788894272467402,-3.69765846254235,-2.0139745176586525,0.31469992983879697,3.3037026729278747,6.921992528451969,11.08617679082859,15.659059763454756,20.453634244411155,25.242834988270495,29.774634605686252,33.79129265939063,37.05089129658678,39.34882604495721,40.53676217771367,40.53676217771287,39.34882604495721,37.05089129658678,33.79129265939063,29.774634605687048,25.242834988271294,20.45363424441036,15.659059763455552,11.08617679082859,6.921992528451969,3.3037026729282726,0.3146999298382001,-2.0139745176584536,-3.697658462542151,-4.788894272467402,-5.366536094156938,-5.524566489420479,-5.3618202308776794,-4.973472908912957,-4.444771241389392,-3.847122186180957,-3.2363645297975783,-2.6528447865876474,-2.122814546036682,-1.6606485573961662,-1.2714313375070427,-0.9535501677515897,-0.7010400828464278,-0.5055322914153285,-0.3577479978378446,-0.24854777067025993,-0.16959082774608228,-0.11368120830717918,-0.0748833591423317,-0.04848353780186455,-0.03086069036630865,-0.019315200691470816,-0.011889029971946427,-0.007197991004492225,-0.00428698219168244,-0.0025120020363331315,-0.0014483181171544373,-0.0008217264363896722,-0.00045882802661522775,-0.0002521557643723018,-0.0001364012179564579,-7.263226557363581e-05,-3.807433446076691e-05,-1.9649605316239774e-05,-9.984348401172065e-06,-4.995212882885642e-06,-2.460816151356808e-06,-1.1937583538716292e-06,-5.7027685392471e-07,-2.6829092574108786e-07,-1.2430682736856295e-07,-5.672412555717779e-08,-2.549399236779286e-08,-1.1284558824413005e-08,-4.917502201736349e-09,-2.103948009640146e-09,-8.695734811227251e-10,-3.108817216003336e-10,0.0
101,0.0,-3.4331290279768036e-10,-9.577146668308516e-10,-2.3097765798772943e-09,-5.380193685628557e-09,-1.2304648799865747e-08,-2.7705082653965345e-08,-6.144037536761895e-08,-1.3420450552711028e-07,-2.8872903623522567e-07,-6.117963265007832e-07,-1.2767293527147026e-06,-2.6239020164902683e-06,-5.310472416019014e-06,-1.0583620422283769e-05,-2.07696111847826e-05,-4.0132063958432654e-05,-7.634806049919621e-05,-0.00014299487959866107,-0.00026365105384942026,-0.0004785126676548579,-0.0008548268033757023,-0.0015029572966881385,-0.002600511951837757,-0.004427627307950146,-0.007417122259306657,-0.012223609961065512,-0.01981551078845732,-0.031592835640611265,-0.04953110197393633,-0.0763472395289137,-0.1156763128553156,-0.17223800693836208,-0.2519591864288151,-0.36200423410551236,-0.5106500431411325,-0.7069303729879678,-0.9599688395196503,-1.2779260530924244,-1.6665095450412555,-2.127039504804575,-2.654131084215063,-3.2331433188271337,-3.837648425442993,-4.42728002591829,-4.946405465627214,-5.324112463812686,-5.475979850127786,-5.3079964619319835,-4.722791888856227,-3.628053695226066,-1.9466532288727554,0.37236914471080934,3.343138265829249,6.933997516416901,11.061730376768386,15.5902339317966,20.33453580098438,25.070454519244016,29.54948132552305,33.51771070731279,36.736987992983344,39.00599164197478,40.17881641815105,40.17881641815264,39.00599164197319,36.73698799298255,33.51771070731438,29.549481325522255,25.070454519245608,20.334535800984778,15.5902339317966,11.061730376768386,6.933997516416901,3.343138265828851,0.37236914471080934,-1.9466532288729543,-3.628053695226066,-4.722791888856326,-5.3079964619319835,-5.475979850127885,-5.324112463812649,-4.946405465627276,-4.427280025918265,-3.837648425442993,-3.2331433188271834,-2.6541310842151127,-2.1270395048046247,-1.6665095450412555,-1.2779260530925238,-0.9599688395196503,-0.7069303729878683,-0.5106500431411325,-0.36200423410551236,-0.2519591864288151,-0.17223800693836208,-0.1156763128553156,-0.0763472395289137,-0.04953110197393633,-0.031592835640611265,-0.01981551078845732,-0.012223609961065512,-0.007417122259207175,-0.004427627307950146,-0.002600511951837757,-0.0015029572965886565,-0.0008548268033757023,-0.0004785126676548579,-0.00026365105384942026,-0.00014299487959866107,-7.634806049919621e-05,-4.0132063958432654e-05,-2.07696111847826e-05,-1.0583620422283769e-05,-5.310472416019014e-06,-2.6239020164902683e-06,-1.2767293527147026e-06,-6.117963265007832e-07,-2.8872903623522567e-07,-1.3420450552711028e-07,-6.144037536761895e-08,-2.7705182136116256e-08,-1.2304648799865747e-08,-5.380193685628557e-09,-2.3097765798772943e-09,-9.577146668308516e-10,-3.4321342064676826e-10,0.0
102,0.0,-3.7862906637147826e-10,-1.054013388913771e-09,-2.533810383731359e-09,-5.881981654829224e-09,-1.3406811549820977e-08,-3.008648638249936e-08,-6.650272358108333e-08,-1.4479428100955314e-07,-3.105257744643701e-07,-6.559358604854285e-07,-1.3646631181381776e-06,-2.796215448013732e-06,-5.6425722876587874e-06,-1.1213046876087045e-05,-2.1942575679988432e-05,-4.228097650753496e-05,-8.021769870169526e-05,-0.00014984274827953644,-0.0002755574489379684,-0.0004988474988638654,-0.0008889318838785293,-0.0015591116587192904,-0.00269124873092151,-0.004571456234959018,-0.00764067133031199,-0.012564120619000975,-0.020323489439390847,-0.03233446949371753,-0.05058978563897414,-0.07782324176216242,-0.11768327434079028,-0.17489466457241334,-0.2553745668450539,-0.3662546815324849,-0.515746996438558,-0.7127789290767177,-0.9663189318383164,-1.2843205280693049,-1.6722363713846224,-2.131098428873682,-2.655227657958397,-3.229724596025008,-3.8279938812170373,-4.4096576187019965,-4.919295748444959,-5.286493323884894,-5.427651615438513,-5.24991339555987,-4.657353881706137,-3.559304107129275,-1.8803281179988955,0.4289866004510911,3.3815857233090263,6.945223726143663,11.036874125998752,15.52152352154361,20.216211455866098,24.89959787554201,29.326633984379146,33.24718025806674,36.426774148359044,38.667312979599885,39.82527257132711,39.82527257132791,38.667312979599885,36.42677414835984,33.24718025806754,29.32663398437835,24.89959787554201,20.2162114558657,15.521523521544008,11.036874125998752,6.945223726143663,3.3815857233086284,0.4289866004510911,-1.8803281179982985,-3.5593041071294738,-4.657353881705839,-5.2499133955600685,-5.427651615438363,-5.286493323884907,-4.919295748444922,-4.409657618701897,-3.827993881217137,-3.229724596025058,-2.6552276579583474,-2.131098428873682,-1.6722363713845727,-1.2843205280694043,-0.9663189318383164,-0.7127789290768173,-0.515746996438558,-0.3662546815324849,-0.2553745668449544,-0.17489466457241334,-0.11768327434079028,-0.07782324176216242,-0.05058978563897414,-0.03233446949371753,-0.02032348943949033,-0.012564120619000975,-0.007640671330411473,-0.004571456234959018,-0.00269124873092151,-0.0015591116587192904,-0.0008889318838785293,-0.0004988474988638654,-0.00027555744883848624,-0.00014984274827953644,-8.021769870169526e-05,-4.228097650753496e-05,-2.1942575679988432e-05,-1.1213046876087045e-05,-5.6425722876587874e-06,-2.796215448013732e-06,-1.3646631181381776e-06,-6.559358604854285e-07,-3.105257744643701e-07,-1.4479428100955314e-07,-6.650262409893241e-08,-3.008648638249936e-08,-1.3406811549820977e-08,-5.881981654829224e-09,-2.533810383731359e-09,-1.054013388913771e-09,-3.7862906637147826e-10,0.0
103,0.0,-4.173276230762878e-10,-1.1589670581260435e-09,-2.777243207013284e-09,-6.425751091714799e-09,-1.4597214967635247e-08,-3.264944503644796e-08,-7.193305627077158e-08,-1.561171404620673e-07,-3.3375714479181795e-07,-7.02833736068414e-07,-1.4578042767511466e-06,-2.9781820305688012e-06,-5.992234638738434e-06,-1.187382512975027e-05,-2.3170435520371222e-05,-4.4524125613213925e-05,-8.424586360183363e-05,-0.0001569517961061485,-0.00028788499882742054,-0.0005198464868398633,-0.0009240602933961608,-0.0016168047943456779,-0.0027842404016855896,-0.004718499381617088,-0.007868666595189703,-0.012910580583335864,-0.020839133657319816,-0.033085550729272904,-0.05165948836308133,-0.07931118226637153,-0.11970180269852168,-0.17756038705139257,-0.25879337221617077,-0.3704986963223108,-0.5208224607593179,-0.7185851155571285,-0.9726000144067962,-1.2906147314510832,-1.677829625269873,-2.1349927413367196,-2.6561369256486587,-3.2261118211208117,-3.8181629263573282,-4.391908948152397,-4.892148628083332,-5.248966771018451,-5.379583813448563,-5.192285935679899,-4.59257540203724,-3.491400432654952,-1.8149855713177703,0.4845694205187791,3.419063988471875,6.955689427642283,11.011622539797647,15.452935909954652,20.098658296577867,24.730249369159555,29.10606276206516,32.97965745514047,36.120193546583195,38.33272463455791,39.476060299759915,39.47606029976071,38.33272463455712,36.12019354658399,32.97965745513967,29.10606276206516,24.730249369159555,20.09865829657747,15.45293590995505,11.011622539798045,6.955689427642283,3.419063988471875,0.4845694205189781,-1.8149855713177703,-3.491400432654952,-4.592575402037041,-5.192285935679949,-5.379583813448513,-5.248966771018352,-4.8921486280833815,-4.3919089481523725,-3.818162926357378,-3.226111821120762,-2.6561369256486587,-2.1349927413367196,-1.677829625269873,-1.2906147314510832,-0.9726000144066967,-0.7185851155571285,-0.5208224607594174,-0.3704986963223108,-0.25879337221627025,-0.17756038705139257,-0.11970180269852168,-0.07931118226637153,-0.05165948836308133,-0.033085550729272904,-0.020839133657319816,-0.012910580583335864,-0.007868666595189703,-0.004718499381617088,-0.0027842404016855896,-0.0016168047943456779,-0.0009240602934956429,-0.0005198464868398633,-0.0002878849989269027,-0.0001569517961061485,-8.424586360183363e-05,-4.4524125613213925e-05,-2.3170435520371222e-05,-1.187382512975027e-05,-5.992234638738434e-06,-2.9781820305688012e-06,-1.4578042767511466e-06,-7.02833736068414e-07,-3.3375714479181795e-07,-1.561171404620673e-07,-7.193305627077158e-08,-3.264944503644796e-08,-1.4597214967635247e-08,-6.425751091714799e-09,-2.777243207013284e-09,-1.1589670581260435e-09,-4.173276230762878e-10,0.0
104,0.0,-4.597070193648453e-10,-1.2732720495240543e-09,-3.041865728439488e-09,-7.014287496510823e-09,-1.5881629018061456e-08,-3.54057969917697e-08,-7.775445329569534e-08,-1.6821635862029954e-07,-3.585031308669027e-07,-7.5263400340426e-07,-1.5564075028599448e-06,-3.1702417737089598e-06,-6.3602038941932265e-06,-1.2567185578515928e-05,-2.4455173882609404e-05,-4.686462665850752e-05,-8.843731631587182e-05,-0.00016432908651017625,-0.0003006438458225444,-0.0005415236706034703,-0.0009602306581706759,-0.0016760601834440415,-0.002879514677071739,-0.004868786533178786,-0.0081011353886504,-0.013263006933165842,-0.02136243834060056,-0.03384603555155371,-0.052740106878015294,-0.08081087489123659,-0.1217316063374716,-0.18023476137425493,-0.26221506683714996,-0.374735643358754,-0.5258757598792612,-0.7243483170358973,-0.9788116818576087,-1.2968086591736154,-1.683289919706767,-2.1387238801182473,-2.6568613028690558,-3.2223084268966287,-3.8081598764477214,-4.374038853673133,-4.86496885944107,-5.21153663525407,-5.331778349042214,-5.135113033456132,-4.528451574804227,-3.4243334701993606,-1.7506121460570223,0.5391344500307065,3.4555916396898594,6.965412484153402,10.985989735897165,15.384478193018335,19.98187331335605,24.56239346964122,28.887738297257517,32.71509921367791,35.81719102694714,38.002162454526406,39.131110653246886,39.13111065324609,38.00216245452561,35.81719102694714,32.71509921367791,28.88773829725672,24.562393469642014,19.981873313355653,15.384478193018733,10.985989735897563,6.9654124841538,3.4555916396898594,0.5391344500309055,-1.7506121460570223,-3.4243334701991617,-4.528451574804227,-5.135113033456082,-5.331778349042214,-5.211536635254083,-4.8649688594410945,-4.374038853673058,-3.808159876447821,-3.222308426896579,-2.6568613028691055,-2.1387238801181976,-1.683289919706767,-1.2968086591736154,-0.9788116818576087,-0.7243483170359968,-0.5258757598792612,-0.3747356433586545,-0.2622150668370504,-0.1802347613743544,-0.1217316063374716,-0.08081087489133608,-0.052740106878015294,-0.03384603555155371,-0.02136243834060056,-0.013263006933165842,-0.0081011353886504,-0.004868786533178786,-0.002879514677071739,-0.0016760601834440415,-0.0009602306581706759,-0.0005415236706034703,-0.0003006438458225444,-0.00016432908651017625,-8.843731631587182e-05,-4.686462665850752e-05,-2.4455173783127254e-05,-1.2567185578515928e-05,-6.3602038941932265e-06,-3.1702417737089598e-06,-1.5564075028599448e-06,-7.526341028864109e-07,-3.585031308669027e-07,-1.6821635862029954e-07,-7.775445329569534e-08,-3.54057969917697e-08,-1.5881629018061456e-08,-7.014386978661735e-09,-3.041865728439488e-09,-1.2732720495240543e-09,-4.597070193648453e-10,0.0
105,0.0,-5.058667373880628e-10,-1.397823702466012e-09,-3.328971215971828e-09,-7.651271708801042e-09,-1.726671900521072e-08,-3.8368574410234065e-08,-8.399118830067713e-08,-1.8113729934506578e-07,-3.8484680028563586e-07,-8.054863831300895e-07,-1.660736921575244e-06,-3.3728500072389327e-06,-6.747247359853153e-06,-1.3294391048807695e-05,-2.579882030206374e-05,-4.930565740176232e-05,-9.279689615304093e-05,-0.00017198177265619896,-0.0003138442212646326,-0.0005638931544355965,-0.0009974616067322441,-0.0017369011851197905,-0.002977098942625944,-0.005022346839406561,-0.008338103992485604,-0.013621415187209045,-0.021893396286625875,-0.03461587760277297,-0.053831535150725474,-0.0823221310191964,-0.12377239227932318,-0.18291737529631838,-0.26563911915028693,-0.37896489630278923,-0.5309062318825558,-0.7300679380930516,-0.9849535533411464,-1.302902333433856,-1.688617890998263,-2.142293296997306,-2.657403202061799,-3.2183178186363333,-3.7979889898784416,-4.3560520866173595,-4.837761083578825,-5.174206619692768,-5.284237007478293,-5.078393554215598,-4.46497750175738,-3.358094083326735,-1.687194569049821,0.5926982600827082,3.4911868978598615,6.974410361587945,10.959989458635077,15.316157194294176,19.865853404381404,24.396014803508827,28.671631679535878,32.45346320446554,35.517712460620466,37.67556352875912,38.79035603628884,38.79035603628884,37.675563528759916,35.51771246061967,32.45346320446634,28.671631679535878,24.39601480350803,19.865853404381802,15.316157194294574,10.959989458635077,6.974410361587945,3.4911868978606577,0.5926982600827082,-1.687194569049821,-3.3580940833265362,-4.46497750175738,-5.078393554215548,-5.284237007478392,-5.1742066196928675,-4.837761083578838,-4.356052086617285,-3.797988989878541,-3.2183178186362835,-2.6574032020618485,-2.142293296997306,-1.6886178909983127,-1.302902333433856,-0.9849535533411464,-0.7300679380931511,-0.5309062318825558,-0.37896489630278923,-0.26563911915028693,-0.18291737529631838,-0.12377239227932318,-0.0823221310191964,-0.053831535150824956,-0.03461587760277297,-0.021893396286625875,-0.013621415187209045,-0.008338103992485604,-0.005022346839307079,-0.002977098942526462,-0.0017369011851197905,-0.0009974616066327619,-0.0005638931544355965,-0.0003138442213641148,-0.00017198177265619896,-9.279689615304093e-05,-4.930565740176232e-05,-2.579882030206374e-05,-1.3294391048807695e-05,-6.747247359853153e-06,-3.3728500072389327e-06,-1.660736921575244e-06,-8.054863831300895e-07,-3.8484680028563586e-07,-1.811371998629149e-07,-8.399118830067713e-08,-3.8368474928083156e-08,-1.726671900521072e-08,-7.651271708801042e-09,-3.328971215971828e-09,-1.3977242203150998e-09,-5.058667373880628e-10,0.0
106,0.0,-5.563041879005009e-10,-1.5332189098573892e-09,-3.6404498304776344e-09,-8.339986639565557e-09,-1.8759448679646882e-08,-4.155070997145963e-08,-9.066843026989774e-08,-1.949273161402002e-07,-4.1287519993006555e-07,-8.61546465329929e-07,-1.7710661088120523e-06,-3.586476585357478e-06,-7.154155023478604e-06,-1.405673819098056e-05,-2.7203451269670215e-05,-5.185045728025849e-05,-9.732951972020335e-05,-0.0001799170954520529,-0.00032749644294496704,-0.0005869691036991923,-0.001035771762835891,-0.0017993510269629306,-0.0030770202431678224,-0.0051792088005439,-0.008579597625917978,-0.013985819303010209,-0.022431998206548363,-0.03539502800187841,-0.05493366445309037,-0.08384475966869534,-0.1258238662957664,-0.1856078174828641,-0.26906500189013427,-0.3831858376818375,-0.5359132291389072,-0.7357434030863665,-0.991025272109442,-1.308895802034471,-1.693814197883678,-2.145702456656517,-2.6577650316698143,-3.214143373609029,-3.7876544679508863,-4.337953311257528,-4.810529829681989,-5.136980303387285,-5.23696145789111,-5.022126280972254,-4.402148264191557,-3.2926732018538356,-1.6247197353755394,0.64527715202994,3.5258676335185464,6.982700137728813,10.93363508882626,15.247979473474446,19.75059538079457,24.231098153628775,28.457714441566253,32.194707838303366,35.22170472770319,37.35286615949491,38.45373017640846,38.45373017640846,37.35286615949411,35.22170472770399,32.194707838303366,28.457714441565457,24.231098153628775,19.75059538079457,15.24797947347365,10.933635088826659,6.982700137729211,3.5258676335185464,0.645277152030139,-1.6247197353755394,-3.2926732018538356,-4.4021482641914575,-5.022126280972254,-5.23696145789111,-5.136980303387248,-4.8105298296820385,-4.337953311257578,-3.7876544679508863,-3.2141433736090788,-2.657765031669715,-2.145702456656567,-1.6938141978836283,-1.308895802034471,-0.991025272109442,-0.7357434030863665,-0.5359132291389072,-0.38318583768193704,-0.26906500189013427,-0.18560781748296357,-0.1258238662957664,-0.08384475966869534,-0.05493366445299089,-0.03539502800187841,-0.02243199820644888,-0.013985819303010209,-0.008579597625917978,-0.0051792088005439,-0.0030770202431678224,-0.0017993510269629306,-0.001035771762835891,-0.0005869691037986744,-0.00032749644294496704,-0.0001799170954520529,-9.732951972020335e-05,-5.185045728025849e-05,-2.7203451269670215e-05,-1.405673809149841e-05,-7.154155023478604e-06,-3.586476585357478e-06,-1.7710661088120523e-06,-8.615465648120799e-07,-4.1287519993006555e-07,-1.949273161402002e-07,-9.066852975204865e-08,-4.155070997145963e-08,-1.875934919749597e-08,-8.339986639565557e-09,-3.6404498304776344e-09,-1.5332189098573892e-09,-5.563041879005009e-10,0.0
107,0.0,-6.111188530530717e-10,-1.6805519753582192e-09,-3.978092250673325e-09,-9.08391416408629e-09,-2.036678179193379e-08,-4.496652910517772e-08,-9.781313886625434e-08,-2.0963624956330975e-07,-4.426789580396727e-07,-9.209767043562179e-07,-1.8876786881826202e-06,-3.8116072794074994e-06,-7.581739952688987e-06,-1.4855557280356521e-05,-2.867118953556499e-05,-5.4502327609174036e-05,-0.00010204017972806691,-0.0001881423817581527,-0.0003416109118219077,-0.0006107657393677305,-0.0010751797372044805,-0.001863432794502956,-0.003179305271051732,-0.005339400256272807,-0.008825640436747429,-0.014356231675945855,-0.02297823274040173,-0.03618343538345002,-0.05604638343115711,-0.08537856759963457,-0.12788573304379366,-0.18830567766124467,-0.2724921922206872,-0.38739785897124185,-0.5408961182733153,-0.7413741559501129,-0.9970265050979454,-1.3147891377357106,-1.6988795206972187,-2.1489528357569996,-2.6579491953103997,-3.2097884405886004,-3.777160455010433,-4.319747105764587,-4.7832795170056235,-5.099861144181324,-5.18995325670702,-4.966309917844543,-4.339958925585262,-3.228061822850142,-1.5631747069606365,0.6968871617094979,3.5596513738080997,6.990298511214921,10.906939653359531,15.179951334673808,19.636095971513395,24.067628458541886,28.24595855142812,31.93879225073156,34.92911569489408,37.03400983411302,38.121168093330745,38.121168093330745,37.03400983411302,34.92911569489408,31.93879225073156,28.245958551427325,24.067628458541886,19.63609597151419,15.179951334673012,10.906939653360327,6.990298511214523,3.559651373807702,0.6968871617094979,-1.5631747069610344,-3.228061822850142,-4.339958925585262,-4.966309917844444,-5.18995325670712,-5.099861144181399,-4.783279517005648,-4.319747105764537,-3.7771604550103834,-3.2097884405887,-2.65794919531035,-2.148952835757099,-1.698879520697169,-1.3147891377357106,-0.9970265050980449,-0.7413741559501129,-0.5408961182733153,-0.38739785897124185,-0.2724921922206872,-0.18830567766124467,-0.12788573304379366,-0.08537856759963457,-0.05604638343105763,-0.03618343538345002,-0.02297823274040173,-0.014356231675945855,-0.008825640436747429,-0.005339400256272807,-0.003179305271051732,-0.001863432794502956,-0.0010751797372044805,-0.0006107657393677305,-0.00034161091172242553,-0.0001881423817581527,-0.00010204017972806691,-5.4502327609174036e-05,-2.867118953556499e-05,-1.4855557280356521e-05,-7.581739952688987e-06,-3.8116072794074994e-06,-1.8876786881826202e-06,-9.209767043562179e-07,-4.426789580396727e-07,-2.0963615008115883e-07,-9.781313886625434e-08,-4.496652910517772e-08,-2.036668230978288e-08,-9.08391416408629e-09,-3.978092250673325e-09,-1.6805519753582192e-09,-6.111188530530717e-10,0.0
