architecture,mode,output_group,closure_status,residual_norm,accuracy,mean_confidence,roundtrip_accuracy,modality_rmse,rmse,peak_error,snr_db
pgqenn,simulation,color_classification,numerical_candidate,1.1920928955078125e-07,1.0,0.9988396763801575,,,,,
pgqenn,simulation,sound_classification,numerical_candidate,1.1920928955078125e-07,1.0,0.9638763070106506,,,,,
pgqenn,simulation,bidirectional_color_classification,numerical_candidate,0.03469083085656166,1.0,,1.0,0.03469083085656166,,,
pgqenn,simulation,bidirectional_sound_classification,numerical_candidate,0.6237840056419373,1.0,,1.0,0.6237840056419373,,,
pgqenn,simulation,color_cloning,numerical_candidate,1.0103301080612243e-07,,,,,6.016180265078219e-08,2.384185791015625e-07,
pgqenn,simulation,sound_cloning,numerical_candidate,5.987395343146327e-08,,,,,5.2972893627156736e-08,,134.12113526197703
