section,figure,initial_mean_radius,final_mean_radius,radial_concentration,spiral_order_parameter,mode_2_amplitude,mode_3_amplitude,pitch_angle_proxy,density_arm_contrast,angular_momentum_initial,angular_momentum_final,angular_momentum_drift,total_mass,energy_proxy,elastic_tension_mean,elastic_tension_max,arm_asymmetry_index,peak_rotation_velocity,nan_count,central_mass_count,star_system_count,gas_cloud_count,cluster_count,claim_boundary
16.4,6,0.7623179180207009,0.5350908755352667,0.22722704248543424,0.5665495901627262,0.5665495901627262,0.6143247516137187,0.26424192516561845,4.232136023310524,1283.6729357348195,941.448579730077,-0.26659778085049446,316.22031340237476,2510.806300202067,0.15020354260514068,1.0,0.6546489733733776,7.764011136232772,0,1.0,56.0,36.0,12.0,finite illustrative simulation; repository-linked computational artifact; not a formal proof substitute
