section,figure,initial_mean_radius,final_mean_radius,radial_concentration,spiral_order_parameter,finite_energy_proxy,max_abs_position,nan_count,claim_boundary
16.4,6,1.998264204671573,2.0176018038868353,-0.019337599215262236,0.04917740461869573,0.00023148068313270362,2.9141412260071347,0,finite illustrative simulation; repository-linked computational artifact; not a formal proof substitute
