epoch,K_D,soi_scale,objective,cross_entropy,reconstruction_rmse,brier_score,calibration_error,bounded_closure_penalty,status,obstruction
12,3.966014003754,1.5625,0.8167922442471169,0.7432838678359985,0.20055736601352692,0.10368946194648743,0.22953635454177856,0.0761635492999437,evaluated,
12,3.966014003754,1.25,0.8168651503396859,0.7433068752288818,0.20071828862031302,0.10362377762794495,0.22981537878513336,0.07627781268372637,evaluated,
12,3.966014003754,1.5625,0.8167922442471169,0.7432838678359985,0.20055736601352692,0.10368946194648743,0.22953635454177856,0.0761635492999437,evaluated,
12,3.966014003754,1.953125,0.8167625211629936,0.7432941198348999,0.2004300852616628,0.10374800115823746,0.22932171821594238,0.07599969930285938,evaluated,
13,2.855530014038,1.953125,0.7629239299868972,0.6794014573097229,0.21007619301478067,0.09418283402919769,0.4003393054008484,0.07840878752585254,evaluated,
13,3.966013908386,1.953125,0.7629033033163196,0.6793794631958008,0.21009097496668497,0.09417426586151123,0.40030089020729065,0.07843126411660427,evaluated,
13,4.0,1.953125,0.7629029170778964,0.6793790459632874,0.21009129782517752,0.09417407214641571,0.4003000855445862,0.07843175832218273,evaluated,
13,4.0,1.5625,0.7631901252917285,0.6796291470527649,0.21028770009676614,0.09415413439273834,0.4000272750854492,0.07861380106128704,evaluated,
13,4.0,1.953125,0.7629029170778964,0.6793790459632874,0.21009129782517752,0.09417407214641571,0.4003000855445862,0.07843175832218273,evaluated,
13,4.0,2.44140625,0.7626959668315254,0.6792019605636597,0.20993484556674957,0.0941949188709259,0.4005317687988281,0.07821072745721838,evaluated,
14,2.88,2.44140625,0.7120644893060349,0.6269824504852295,0.21276443699995676,0.0866323709487915,0.4319564402103424,0.08149352327100559,evaluated,
14,4.0,2.44140625,0.7120550706631924,0.6269703507423401,0.2127773662408193,0.08662700653076172,0.4319447875022888,0.08152191662283706,evaluated,
14,4.0,1.953125,0.7124789676461616,0.6273403167724609,0.21294703582922617,0.08664215356111526,0.43204641342163086,0.0817677944600553,evaluated,
14,4.0,2.44140625,0.7120550706631924,0.6269703507423401,0.2127773662408193,0.08662700653076172,0.4319447875022888,0.08152191662283706,evaluated,
14,4.0,3.0517578125,0.7117386394620407,0.6266970634460449,0.2126425007979075,0.08661907911300659,0.43187373876571655,0.08126779834662703,evaluated,
15,2.88,3.0517578125,0.6436463421291831,0.5730447173118591,0.21355533103148142,0.08097770065069199,0.14890022575855255,0.08350053532284515,evaluated,
15,4.0,3.0517578125,0.6436095253928085,0.5730093717575073,0.21356412768363953,0.08096979558467865,0.1488306224346161,0.08353055170962645,evaluated,
15,4.0,2.44140625,0.6437089637512702,0.5731087923049927,0.21365736921628317,0.08095546066761017,0.1482829600572586,0.08380675362913746,evaluated,
15,4.0,3.0517578125,0.6436095253928085,0.5730093717575073,0.21356412768363953,0.08096979558467865,0.1488306224346161,0.08353055170962645,evaluated,
15,4.0,3.814697265625,0.643553046050879,0.5729520320892334,0.21349016825358072,0.08098479360342026,0.1492859423160553,0.0832847711052869,evaluated,
16,2.88,3.814697265625,0.5966592580912811,0.5266985297203064,0.21801423033078512,0.07563076913356781,0.12371689081192017,0.08541246671627936,evaluated,
16,4.0,3.814697265625,0.5966151648899842,0.5266566276550293,0.21801947057247162,0.07562294602394104,0.12365163862705231,0.08543965290451992,evaluated,
16,4.0,3.0517578125,0.5966004181367609,0.5266596674919128,0.21803119778633118,0.07560499012470245,0.1231677234172821,0.08570330074654788,evaluated,
16,4.0,3.814697265625,0.5966151648899842,0.5266566276550293,0.21801947057247162,0.07562294602394104,0.12365163862705231,0.08543965290451992,evaluated,
16,4.0,4.0,0.5966206549778182,0.5266587138175964,0.2180171658595403,0.07562664151191711,0.12374342978000641,0.08539070275723956,evaluated,
17,2.88,3.0517578125,0.5519992841226892,0.48301512002944946,0.22122578819592795,0.06893517822027206,0.10101556777954102,0.08667104166266994,evaluated,
17,4.0,3.0517578125,0.5519859833369758,0.48300445079803467,0.2212269256512324,0.06893247365951538,0.10094788670539856,0.08670797124558284,evaluated,
17,4.0,2.44140625,0.5522102261867685,0.48325860500335693,0.22117486596107483,0.06894835829734802,0.1004471629858017,0.08703553570590006,evaluated,
17,4.0,3.0517578125,0.5519859833369758,0.48300445079803467,0.2212269256512324,0.06893247365951538,0.10094788670539856,0.08670797124558284,evaluated,
17,4.0,3.814697265625,0.5518345896498373,0.48282864689826965,0.22126639386018118,0.06892310082912445,0.10137170553207397,0.08642244635031093,evaluated,
18,2.88,3.814697265625,0.5337094188600119,0.45266062021255493,0.22469058632850647,0.06511753797531128,0.33248570561408997,0.08700564935473792,evaluated,
18,4.0,3.814697265625,0.5337054695169174,0.45265644788742065,0.22469090421994528,0.06511637568473816,0.33247798681259155,0.08703793327034863,evaluated,
18,4.0,3.0517578125,0.5339560127744186,0.452913761138916,0.2246143917242686,0.06513391435146332,0.3325679898262024,0.08734313889895584,evaluated,
18,4.0,3.814697265625,0.5337054695169174,0.45265644788742065,0.22469090421994528,0.06511637568473816,0.33247798681259155,0.08703793327034863,evaluated,
18,4.0,4.0,0.5336619047114698,0.4526115655899048,0.22470485667387644,0.06511340290307999,0.3324629068374634,0.08698196604574177,evaluated,
19,2.88,4.0,0.5065567121059734,0.4247886538505554,0.2318820357322693,0.06309777498245239,0.31473612785339355,0.087548271571785,evaluated,
19,4.0,4.0,0.506543873907793,0.4247761368751526,0.23188128074010214,0.06309601664543152,0.3147241175174713,0.0875804653599097,evaluated,
19,4.0,3.2,0.5066252037461996,0.4248740077018738,0.23178599774837494,0.06309814751148224,0.3147439956665039,0.08788410363793034,evaluated,
19,4.0,4.0,0.506543873907793,0.4247761368751526,0.23188128074010214,0.06309601664543152,0.3147241175174713,0.0875804653599097,evaluated,
20,2.88,4.0,0.4879710566631748,0.40597963333129883,0.23569544653097788,0.06201969087123871,0.30212879180908203,0.08795765107767456,evaluated,
20,4.0,4.0,0.4879564865075403,0.4059658348560333,0.23569289346536001,0.062018319964408875,0.302115261554718,0.0879916605495094,evaluated,
20,4.0,3.2,0.48797518389422473,0.40600284934043884,0.2355967511733373,0.06201886385679245,0.30210280418395996,0.08830600827871705,evaluated,
20,4.0,4.0,0.4879564865075403,0.4059658348560333,0.23569289346536001,0.062018319964408875,0.302115261554718,0.0879916605495094,evaluated,
21,2.88,4.0,0.4714022380264118,0.39091062545776367,0.23250561952590942,0.0607033409178257,0.29072636365890503,0.08792777062214466,evaluated,
21,4.0,4.0,0.4713983302445678,0.3909074664115906,0.23250111440817514,0.06070335954427719,0.29071953892707825,0.08796361650758745,evaluated,
21,4.0,3.2,0.471478395493356,0.39100244641304016,0.23240775366624197,0.0607120618224144,0.2907412052154541,0.08828721103705996,evaluated,
21,4.0,4.0,0.4713983302445678,0.3909074664115906,0.23250111440817514,0.06070335954427719,0.29071953892707825,0.08796361650758745,evaluated,
22,2.88,4.0,0.45814219188359584,0.37953799962997437,0.22738056381543478,0.05926012247800827,0.2815137803554535,0.08786750170946427,evaluated,
22,4.0,4.0,0.45815600364110526,0.37955158948898315,0.22737710177898407,0.0592622309923172,0.28151628375053406,0.0879050710308826,evaluated,
22,2.88,3.2,0.45836850599233875,0.37976548075675964,0.2273229012886683,0.05928627774119377,0.28159812092781067,0.08818830464510419,evaluated,
22,2.88,4.0,0.45814219188359584,0.37953799962997437,0.22738056381543478,0.05926012247800827,0.2815137803554535,0.08786750170946427,evaluated,
23,2.073600082397,4.0,0.4557781502583868,0.37766844034194946,0.22526136537392935,0.0596931129693985,0.2812272608280182,0.08818471173071296,evaluated,
23,2.880000114441,4.0,0.4557666916244957,0.377655565738678,0.22526650627454123,0.05969183146953583,0.28121253848075867,0.08823446230954492,evaluated,
23,4.0,4.0,0.45575868400989333,0.3776465058326721,0.22527019679546356,0.05969087779521942,0.2812018096446991,0.08827253582992203,evaluated,
23,4.0,3.2,0.4557528818595611,0.37763363122940063,0.22528516252835593,0.05968692898750305,0.2811451256275177,0.08860054089726636,evaluated,
23,4.0,4.0,0.45575868400989333,0.3776465058326721,0.22527019679546356,0.05969087779521942,0.2812018096446991,0.08827253582992203,evaluated,
24,2.88,3.200000047683716,0.43165437330069,0.3657909631729126,0.2266427973906199,0.05937884375452995,0.02943885326385498,0.08964418707383306,evaluated,
24,4.0,3.200000047683716,0.43164308753391534,0.3657812476158142,0.22665444513161978,0.059376321732997894,0.02933517098426819,0.08969189563415084,evaluated,
24,4.0,2.560000038147,0.43159756521410747,0.3657492697238922,0.22675045828024545,0.05935873091220856,0.028472423553466797,0.0900593325629837,evaluated,
24,4.0,3.200000047684,0.43164308753391534,0.3657812476158142,0.22665444513161978,0.059376321732997894,0.02933517098426819,0.08969189563415084,evaluated,
24,4.0,4.0,0.4316856815110129,0.36581405997276306,0.22657606999079385,0.059390462934970856,0.03002268075942993,0.0893711854541402,evaluated,
25,2.88,2.559999942779541,0.4264323280835058,0.3599104881286621,0.22989088793595633,0.058964964002370834,0.027109861373901367,0.08985642509612154,evaluated,
25,4.0,2.559999942779541,0.42641780696994086,0.3598981201648712,0.22991103927294412,0.058960042893886566,0.026955991983413696,0.08990615491371298,evaluated,
25,4.0,2.047999954224,0.4263578157795829,0.35985422134399414,0.23007617890834808,0.05892635136842728,0.02574235200881958,0.0902398485609026,evaluated,
25,4.0,2.55999994278,0.42641780696994086,0.3598981201648712,0.22991103927294412,0.058960042893886566,0.026955991983413696,0.08990615491371298,evaluated,
25,4.0,3.199999928474,0.42647713024133227,0.3599467873573303,0.2297762135664622,0.05898827686905861,0.027926981449127197,0.08955563665121016,evaluated,
26,2.88,2.047999858856201,0.4347529847493657,0.35537630319595337,0.23453633983929953,0.057940129190683365,0.2635316252708435,0.0886001205488495,evaluated,
26,4.0,2.047999858856201,0.43477491958931935,0.3553881347179413,0.23457213739554086,0.05793653428554535,0.26354503631591797,0.0886422639071212,evaluated,
26,2.88,1.638399887085,0.43498650192482163,0.3555331230163574,0.23480327924092612,0.05792536959052086,0.26365891098976135,0.08885382948462672,evaluated,
26,2.88,2.047999858856,0.4347529847493657,0.35537630319595337,0.23453633983929953,0.057940129190683365,0.2635316252708435,0.0886001205488495,evaluated,
26,2.88,2.55999982357,0.43460563745267033,0.3552919030189514,0.23431984583536783,0.057959649711847305,0.26344287395477295,0.08828321529767694,evaluated,
27,2.073600082397,2.559999704360962,0.43008907441736244,0.3499675393104553,0.2389443020025889,0.05655497685074806,0.26019367575645447,0.08601390666811637,evaluated,
27,2.880000114441,2.559999704360962,0.4301806854646244,0.3500422239303589,0.23899583518505096,0.056563690304756165,0.26023149490356445,0.08607794811744642,evaluated,
27,4.0,2.559999704360962,0.4302523058455016,0.35010093450546265,0.23903507987658182,0.056570641696453094,0.26026099920272827,0.08612436205558974,evaluated,
27,2.073600082397,2.047999763489,0.43066755245247296,0.35045212507247925,0.23922328650951385,0.056615300476551056,0.26043492555618286,0.08631647135754733,evaluated,
27,2.073600082397,2.559999704361,0.43008907441736244,0.3499675393104553,0.2389443020025889,0.05655497685074806,0.26019367575645447,0.08601390666811637,evaluated,
27,2.073600082397,3.199999630451,0.42966782061398245,0.34962111711502075,0.23872089385986328,0.05651535838842392,0.2600148320198059,0.08571012970816208,evaluated,
28,1.492992038727,3.1999995708465576,0.42600456950671073,0.3452989459037781,0.2426352153221766,0.05522884428501129,0.25677791237831116,0.08425198624859158,evaluated,
28,2.073600053787,3.1999995708465576,0.41465809174510687,0.34546729922294617,0.2426957388718923,0.05525897443294525,0.026087313890457153,0.08432973331851293,evaluated,
28,2.903040075302,3.1999995708465576,0.41482455261631634,0.3456043004989624,0.24274381498495737,0.05528339743614197,0.02636316418647766,0.08439002090882394,evaluated,
28,2.073600053787,2.559999656677,0.4156322864481966,0.34628725051879883,0.24295155704021454,0.05540206655859947,0.027491390705108643,0.08461852391143669,evaluated,
28,2.073600053787,3.199999570847,0.41465809174510687,0.34546729922294617,0.2426957388718923,0.05525897443294525,0.026087313890457153,0.08432973331851293,evaluated,
28,2.073600053787,3.999999463558,0.4254869651560325,0.34483885765075684,0.24249059955279031,0.05515025556087494,0.25657549500465393,0.08408286553789347,evaluated,
29,1.492992038727,3.1999995708465576,0.4084506509215599,0.33860665559768677,0.24448853731155396,0.05373160541057587,0.033621788024902344,0.08338055268409808,evaluated,
29,2.073600053787,3.1999995708465576,0.4087001740812041,0.33882132172584534,0.24454155564308167,0.05377344787120819,0.03393939137458801,0.08345745443690933,evaluated,
29,2.903040075302,3.1999995708465576,0.40890185159855363,0.3389952778816223,0.24458379546801248,0.05380721017718315,0.03419116139411926,0.08351728812519546,evaluated,
29,1.492992038727,2.559999656677,0.40951895673118255,0.3395410180091858,0.24469670156637827,0.053908780217170715,0.034796714782714844,0.08365247847747075,evaluated,
29,1.492992038727,3.199999570847,0.4084506509215599,0.33860665559768677,0.24448853731155396,0.05373160541057587,0.033621788024902344,0.08338055268409808,evaluated,
29,1.492992038727,3.999999463558,0.4076086052129543,0.3378732204437256,0.2443215698003769,0.0535925030708313,0.03265112638473511,0.0831592846407294,evaluated,
30,1.074954271317,3.999999523162842,0.4044440711189311,0.3245164155960083,0.24390633404254913,0.05088646709918976,0.24436596035957336,0.08220636421939106,evaluated,
30,1.492992043495,3.999999523162842,0.4046191214725562,0.3246750831604004,0.2439398467540741,0.050918545573949814,0.24443307518959045,0.0822784153381378,evaluated,
30,2.090188860893,3.999999523162842,0.4047682942536383,0.3248105049133301,0.24396762748559317,0.05094566196203232,0.24449068307876587,0.0823391059384185,evaluated,
30,1.074954271317,3.19999961853,0.3946096833273444,0.32509198784828186,0.24400542179743448,0.05099870264530182,0.03537106513977051,0.08239582540925908,evaluated,
30,1.074954271317,3.999999523163,0.4044440711189311,0.3245164155960083,0.24390633404254913,0.05088646709918976,0.24436596035957336,0.08220636421939106,evaluated,
30,1.074954271317,4.0,0.4044440711475022,0.3245164155960083,0.24390633404254913,0.05088646709918976,0.24436596035957336,0.08220636564794664,evaluated,
31,0.773967075348,3.1999995708465576,0.38530142316887717,0.3065095543861389,0.24287638068199158,0.046922992914915085,0.2351066768169403,0.08125702399509016,evaluated,
31,1.074954271317,3.1999995708465576,0.38541893699408575,0.30661654472351074,0.24289215604464212,0.04694090783596039,0.23515796661376953,0.08136820725649554,evaluated,
31,1.504935979843,3.1999995708465576,0.3855303494087606,0.3067183196544647,0.24290635188420615,0.04695798456668854,0.23520693182945251,0.08146483675514224,evaluated,
31,0.773967075348,2.559999656677,0.3856793162337108,0.3068602681159973,0.24290822943051657,0.04698462784290314,0.2352830469608307,0.08146878138762889,evaluated,
31,0.773967075348,3.199999570847,0.38530142316887717,0.3065095543861389,0.24287638068199158,0.046922992914915085,0.2351066768169403,0.08125702399509016,evaluated,
31,0.773967075348,3.999999463558,0.3850079280472472,0.30623650550842285,0.24285311996936798,0.046875227242708206,0.23496925830841064,0.08110784533955145,evaluated,
32,0.557256302834,3.999999523162842,0.3656090094223099,0.2876940369606018,0.24326349794864655,0.042588070034980774,0.22477173805236816,0.08008520342149865,evaluated,
32,0.773967087269,3.999999523162842,0.3655334504301688,0.2876223623752594,0.24325613180796304,0.04256606847047806,0.22474384307861328,0.08016280509701001,evaluated,
32,1.083553922176,3.999999523162842,0.3654815164603864,0.2875729203224182,0.2432501216729482,0.04254860430955887,0.224727600812912,0.08024126240648172,evaluated,
32,1.083553922176,3.19999961853,0.3655246368184302,0.2876158058643341,0.2432305266459783,0.042538147419691086,0.22477948665618896,0.08042051089114918,evaluated,
32,1.083553922176,3.999999523163,0.3654815164603864,0.2875729203224182,0.2432501216729482,0.04254860430955887,0.224727600812912,0.08024126240648172,evaluated,
32,1.083553922176,4.0,0.3654815164527357,0.2875729203224182,0.2432501216729482,0.04254860430955887,0.224727600812912,0.08024126202394691,evaluated,
33,0.780158815384,4.0,0.34691299521269037,0.26969993114471436,0.24430401623249054,0.038584064692258835,0.21368524432182312,0.07971956622681756,evaluated,
33,1.083553910255,4.0,0.3468128419256552,0.26960429549217224,0.2442986915508906,0.03855676203966141,0.21364524960517883,0.0797967430767594,evaluated,
33,1.516975474358,4.0,0.346735689821059,0.2695304751396179,0.24429438511530557,0.038534630089998245,0.21361613273620605,0.07986743784022708,evaluated,
33,1.516975474358,3.2,0.3466515159121583,0.2694525420665741,0.24426921705404916,0.03849538415670395,0.21361373364925385,0.08007222419694095,evaluated,
33,1.516975474358,4.0,0.346735689821059,0.2695304751396179,0.24429438511530557,0.038534630089998245,0.21361613273620605,0.07986743784022708,evaluated,
34,1.09222237587,3.200000047683716,0.3276474152133167,0.2516438961029053,0.24333882828553519,0.03461538627743721,0.20217272639274597,0.07993185458232845,evaluated,
34,1.516975522041,3.200000047683716,0.32758320273183494,0.2515806257724762,0.24333981176217398,0.03459608554840088,0.20214910805225372,0.08002800306812619,evaluated,
34,2.123765730858,3.200000047683716,0.32753578298559116,0.2515336871147156,0.24334076543649039,0.0345810130238533,0.2021329700946808,0.08010773523168266,evaluated,
