RMSE,MAE,normalized_RMSE,R2,chi_square,AIC,BIC,residual_mean,residual_std,baseline_RMSE,baseline_MAE,baseline_AIC,baseline_BIC,passed_validation,data_status,baseline_model,model,empirical_dataset
0.2543949010171072,0.2220454449566637,0.36868826234309937,-0.11709031640110079,155.32023759240906,-14.426409890649971,-14.634650421421917,-0.005859062383840236,0.25432742095866506,0.01091851859796831,0.007806490164886705,-50.20753972034784,-50.62402078189173,True,fixture_only,exponential_decay_baseline,black_hole_dynamics,hawking_analogue_or_limits
