RMSE,MAE,normalized_RMSE,R2,chi_square,AIC,BIC,residual_mean,residual_std,baseline_RMSE,baseline_MAE,baseline_AIC,baseline_BIC,passed_validation,data_status,baseline_model,TNE_vs_baseline_note,model,empirical_dataset,fixture_status
0.003285905304331986,0.002606350396523888,0.008624423370927458,0.999432308539629,0.2905133641166889,-53.18113068435416,-53.96225485948596,-9.99166069370283e-05,0.0032843858391935735,0.059689195002110736,0.05440000000000002,-26.18604263175212,-26.57660471931802,True,fixture_only,fixture_baseline_shift,Fixture-backed residual comparison only.,elastic_dubler_effect,redshift_clock_fixture,fixture_only
