RMSE,MAE,normalized_RMSE,R2,chi_square,weighted_RMSE,AIC,BIC,residual_mean,residual_std,baseline_RMSE,baseline_MAE,baseline_R2,baseline_chi_square,baseline_weighted_RMSE,baseline_AIC,baseline_BIC,passed_validation,data_status,baseline_model,flat_baseline_RMSE,linear_baseline_RMSE,spiral_order_parameter,mode_2_amplitude,mode_3_amplitude,mode_1_amplitude,mode_4_amplitude,dominant_mode,dominant_mode_amplitude,target_mode_amplitude,target_mode_ratio,pitch_angle_proxy,radial_concentration,density_arm_contrast,angular_momentum_drift,elastic_tension_max,arm_asymmetry_index,galaxy_count,arm_mode,TNE_vs_baseline_note,model,empirical_dataset
0.1131451702397588,0.08704505063826014,0.13396524681463876,0.6791883567294508,3131.183807016492,6.594593542163169,-297.78803730461885,-279.5747083524904,-0.01016194874502631,0.11268790683248783,0.13867878342355602,0.09843089286227866,0.5180542802371275,15951.741531867629,14.884621786272694,-280.4856700276739,-275.9323377896418,True,fetched,multi_galaxy_baseline_family,0.18644023766915546,0.13867878342355602,0.6189981733405914,0.5958714223090413,0.6189981733405914,0.5851184391309823,0.5586713359619785,3.0,0.6189981733405914,0.5958714223090413,0.25263140142240476,0.4600686247851505,0.677477612297392,3.1600909326764652,-0.7823252014578777,1.0,0.600580441276403,3.0,4,Best preliminary residual fit under the implemented proxy mapping.,locality_driven_gravity,galaxy_rotation
