RMSE,MAE,normalized_RMSE,R2,chi_square,weighted_RMSE,AIC,BIC,residual_mean,residual_std,baseline_RMSE,baseline_MAE,baseline_R2,baseline_chi_square,baseline_weighted_RMSE,baseline_AIC,baseline_BIC,passed_validation,data_status,baseline_model,residual_envelope_RMSE,window_start_time_raw,window_duration,window_variant,projection_name,basis_component_count,train_RMSE,test_RMSE,baseline_train_RMSE,baseline_test_RMSE,TNE_vs_baseline_note,model,empirical_dataset
0.40345995944356666,0.3336654774973396,0.20430604897031945,0.05706782488127038,21.028008042184954,0.6073816113389657,-87.4752953399099,-71.13088519723351,0.00047334559716685325,0.4034596817752055,0.39732092338476915,0.32342697747055427,0.08554477372111524,20.392953342576526,0.5981397088250139,-97.22324871093389,-89.05104363959569,True,fetched,damped_sinusoid_baseline,0.06015108681813318,0.03727531433105469,0.259765625,standard,reduced_tne_basis,6.0,0.4199051534925416,0.3484414437486656,0.41389863184221204,0.3714620119574305,Baseline remains better or comparable under the same aligned ringdown window.,elastic_pi_ripples,ligo_waveforms
