section,figure,initial_amplitude,final_amplitude,initial_energy,final_energy,max_abs_skew_proxy,late_time_distortion_proxy,nan_count,claim_boundary
19.4,7,0.799514865800672,0.33176697439258684,1.6496125666571557,0.5659432562228606,0.02096233168541081,1.1737342881065294,0,finite illustrative simulation; repository-linked computational artifact; not a formal proof substitute
