Input,FP_Result,Standard_Result
0.0,0.0,0.0
0.02506265664160401,0.00835421888053467,0.00835421888053467
0.05012531328320802,0.01670843776106934,0.01670843776106934
0.07518796992481203,0.02506265664160401,0.02506265664160401
0.10025062656641603,0.03341687552213868,0.03341687552213868
0.12531328320802004,0.04177109440267335,0.04177109440267335
0.15037593984962405,0.05012531328320802,0.05012531328320802
0.17543859649122806,0.05847953216374269,0.05847953216374269
0.20050125313283207,0.06683375104427736,0.06683375104427736
0.22556390977443608,0.07518796992481203,0.07518796992481203
0.2506265664160401,0.0835421888053467,0.0835421888053467
0.2756892230576441,0.09189640768588136,0.09189640768588136
0.3007518796992481,0.10025062656641603,0.10025062656641603
0.3258145363408521,0.1086048454469507,0.1086048454469507
0.3508771929824561,0.11695906432748537,0.11695906432748537
0.37593984962406013,0.12531328320802004,0.12531328320802004
0.40100250626566414,0.1336675020885547,0.1336675020885547
0.42606516290726815,0.14202172096908938,0.14202172096908938
0.45112781954887216,0.15037593984962405,0.15037593984962405
0.47619047619047616,0.15873015873015872,0.15873015873015872
0.5012531328320802,0.1670843776106934,0.1670843776106934
0.5263157894736842,0.17543859649122806,0.17543859649122806
0.5513784461152882,0.18379281537176273,0.18379281537176273
0.5764411027568922,0.1921470342522974,0.1921470342522974
0.6015037593984962,0.20050125313283207,0.20050125313283207
0.6265664160401002,0.20885547201336674,0.20885547201336674
0.6516290726817042,0.2172096908939014,0.2172096908939014
0.6766917293233082,0.22556390977443608,0.22556390977443608
0.7017543859649122,0.23391812865497075,0.23391812865497075
0.7268170426065163,0.24227234753550542,0.24227234753550542
0.7518796992481203,0.2506265664160401,0.2506265664160401
0.7769423558897243,0.25898078529657476,0.25898078529657476
0.8020050125313283,0.2673350041771094,0.2673350041771094
0.8270676691729323,0.2756892230576441,0.2756892230576441
0.8521303258145363,0.28404344193817876,0.28404344193817876
0.8771929824561403,0.29239766081871343,0.29239766081871343
0.9022556390977443,0.3007518796992481,0.3007518796992481
0.9273182957393483,0.3091060985797828,0.3091060985797828
0.9523809523809523,0.31746031746031744,0.31746031746031744
0.9774436090225563,0.3258145363408521,0.3258145363408521
1.0025062656641603,0.3341687552213868,0.3341687552213868
1.0275689223057642,0.3425229741019214,0.3425229741019214
1.0526315789473684,0.3508771929824561,0.3508771929824561
1.0776942355889725,0.35923141186299085,0.35923141186299085
1.1027568922305764,0.36758563074352546,0.36758563074352546
1.1278195488721803,0.3759398496240601,0.3759398496240601
1.1528822055137844,0.3842940685045948,0.3842940685045948
1.1779448621553885,0.3926482873851295,0.3926482873851295
