radius,radius_kpc,observed_velocity,observed_velocity_kms,velocity_uncertainty,velocity_uncertainty_kms,tne_prediction,baseline_prediction,flat_baseline_prediction,linear_baseline_prediction,smoothed_empirical_reference,tne_residual,baseline_residual,galaxy_id,best_arm_mode,baseline_winner,source_status
0.35531914893617017,8.35,0.9504132231404959,115.0,0.008264462809917356,1.0,0.9020892178824464,0.9289245159819636,0.9424931129476585,0.9289245159819636,0.9559228650137741,-0.048324005258049474,-0.02148870715853235,NGC6503,4,linear_rotation_baseline,fetched
0.41957446808510634,9.86,0.9586776859504132,116.0,0.008264462809917356,1.0,0.8612544973703653,0.9343298798825547,0.9424931129476585,0.9343298798825547,0.9586776859504131,-0.09742318858004795,-0.02434780606785858,NGC6503,4,linear_rotation_baseline,fetched
0.45276595744680853,10.64,0.9669421487603306,117.0,0.008264462809917356,1.0,0.9028026423246719,0.9371220546126614,0.9424931129476585,0.9371220546126614,0.9641873278236914,-0.06413950643565869,-0.029820094147669174,NGC6503,4,linear_rotation_baseline,fetched
0.4842553191489362,11.38,0.9669421487603306,117.0,0.008264462809917356,1.0,0.9422201131787576,0.9397710408950702,0.9424931129476585,0.9397710408950702,0.9669421487603305,-0.024722035581572932,-0.027171107865260336,NGC6503,4,linear_rotation_baseline,fetched
0.5472340425531914,12.86,0.9669421487603306,117.0,0.008264462809917356,1.0,1.0210550548869288,0.9450690134598881,0.9424931129476585,0.9450690134598881,0.9641873278236914,0.05411290612659825,-0.021873135300442437,NGC6503,4,linear_rotation_baseline,fetched
0.5829787234042553,13.7,0.9586776859504132,116.0,0.008264462809917356,1.0,1.0393844418981761,0.9480759708615415,0.9424931129476585,0.9480759708615415,0.9586776859504131,0.08070675594776289,-0.010601715088871755,NGC6503,4,linear_rotation_baseline,fetched
0.614468085106383,14.44,0.9504132231404959,115.0,0.008264462809917356,1.0,1.0232948449497379,0.9507249571439503,0.9424931129476585,0.9507249571439503,0.9559228650137741,0.07288162180924196,0.0003117340034544114,NGC6503,4,linear_rotation_baseline,fetched
0.6770212765957447,15.91,0.9586776859504132,116.0,0.008264462809917356,1.0,0.9913330780386514,0.9559871325968438,0.9424931129476585,0.9559871325968438,0.953168044077135,0.0326553920882382,-0.0026905533535694914,NGC6503,4,linear_rotation_baseline,fetched
0.7085106382978723,16.65,0.9504132231404959,115.0,0.01652892561983471,2.0,0.9752434810902134,0.9586361188792527,0.9424931129476585,0.9586361188792527,0.953168044077135,0.024830257949717494,0.008222895738756786,NGC6503,4,linear_rotation_baseline,fetched
0.7442553191489361,17.49,0.9504132231404959,115.0,0.01652892561983471,2.0,0.9771305860464249,0.9616430762809061,0.9424931129476585,0.9616430762809061,0.9504132231404958,0.026717362905928965,0.01122985314041014,NGC6503,4,linear_rotation_baseline,fetched
0.7757446808510639,18.23,0.9504132231404959,115.0,0.01652892561983471,2.0,0.9959511569208845,0.9642920625633149,0.9424931129476585,0.9642920625633149,0.9504132231404958,0.04553793378038862,0.013878839422818978,NGC6503,4,linear_rotation_baseline,fetched
0.8387234042553192,19.71,0.9504132231404959,115.0,0.01652892561983471,2.0,1.0335922986698036,0.9695900351281328,0.9424931129476585,0.9695900351281328,0.9476584022038567,0.0831790755293077,0.019176811987636877,NGC6503,4,linear_rotation_baseline,fetched
0.8702127659574468,20.45,0.9421487603305785,114.0,0.01652892561983471,2.0,1.052412869544263,0.9722390214105416,0.9424931129476585,0.9722390214105416,0.9504132231404958,0.11026410921368446,0.030090261079963154,NGC6503,4,linear_rotation_baseline,fetched
0.9059574468085106,21.29,0.9586776859504132,116.0,0.01652892561983471,2.0,1.070216112262661,0.975245978812195,0.9424931129476585,0.975245978812195,0.9586776859504131,0.11153842631224775,0.01656829286178174,NGC6503,4,linear_rotation_baseline,fetched
0.9685106382978724,22.76,0.9752066115702479,118.0,0.03305785123966942,4.0,1.070216112262661,0.9805081542650884,0.9424931129476585,0.9805081542650884,0.9614325068870523,0.0950095006924131,0.005301542694840511,NGC6503,4,linear_rotation_baseline,fetched
1.0,23.5,0.9504132231404959,115.0,0.08264462809917356,10.0,1.070216112262661,0.9831571405474973,0.9424931129476585,0.9831571405474973,0.6418732782369145,0.11980288912216508,0.03274391740700133,NGC6503,4,linear_rotation_baseline,fetched
