time,strain,strain_normalized,strain_raw,strain_uncertainty,strain_uncertainty_raw,event_id,detector,source_status
0.08366203308105469,0.8292606513244325,0.8292606513244325,1.0964101566737422e-21,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.08830070495605469,-0.4869839271151673,-0.4869839271151673,-6.438676705245518e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.09293937683105469,0.006039698200066794,0.006039698200066794,7.985410183422084e-24,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.09757804870605469,-0.1440826623712044,-0.1440826623712044,-1.90499445707545e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.10221672058105469,-0.2725991817139933,-0.2725991817139933,-3.6041805559545596e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.10685539245605469,-0.17790911993460223,-0.17790911993460223,-2.352232265568703e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.11149406433105469,0.9740449834040147,0.9740449834040147,1.2878373176824618e-21,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.11613273620605469,0.026545733139829247,0.026545733139829247,3.5097543075720775e-23,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.12077140808105469,-0.6732780454119961,-0.6732780454119961,-8.901771548863172e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1254100799560547,-0.3810265983344501,-0.3810265983344501,-5.037757811244516e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1300487518310547,0.3638632527509793,0.3638632527509793,4.81083197809225e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1346874237060547,0.4398747692571456,0.4398747692571456,5.815821164404545e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1393260955810547,-0.2853758104471708,-0.2853758104471708,-3.77310724370626e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1439647674560547,0.24355767444014081,0.24355767444014081,3.220207151581501e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1486034393310547,-0.19334666618792312,-0.19334666618792312,-2.5563403765616577e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1532421112060547,-0.49892718763332594,-0.49892718763332594,-6.596584983119257e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1578807830810547,-0.1458182512634648,-0.1458182512634648,-1.9279416123063804e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1625194549560547,0.707484690394797,0.707484690394797,9.354036019931183e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1671581268310547,0.220579081754316,0.220579081754316,2.916394805408203e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1717967987060547,-0.4288593843490787,-0.4288593843490787,-5.670180829564274e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1764354705810547,-0.20195262139316486,-0.20195262139316486,-2.6701243440010437e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1810741424560547,0.3593731841374536,0.3593731841374536,4.751466363382702e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1857128143310547,-0.2535652953291728,-0.2535652953291728,-3.352523295719663e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1903514862060547,-0.18948862339950365,-0.18948862339950365,-2.5053311155850376e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1949901580810547,0.5043854675853346,0.5043854675853346,6.668751841245142e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.1996288299560547,-0.03627592796969946,-0.03627592796969946,-4.7962357559376133e-23,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2042675018310547,-0.616796657603692,-0.616796657603692,-8.155000709596309e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2089061737060547,-0.2140185652123628,-0.2140185652123628,-2.8296546838537144e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2135448455810547,0.7138297637260906,0.7138297637260906,9.437927650797293e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2181835174560547,-0.2872321491204185,-0.2872321491204185,-3.797650896806457e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2228221893310547,-0.2434304630513227,-0.2434304630513227,-3.218525221316005e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2274608612060547,0.05871435131161629,0.05871435131161629,7.762940520299794e-23,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2320995330810547,0.41375898974267206,0.41375898974267206,5.470530382026418e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2367382049560547,-0.3228638873159443,-0.3228638873159443,-4.268757292547281e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2413768768310547,-0.10937272172649463,-0.10937272172649463,-1.4460756430738229e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2460155487060547,0.3384317953942792,0.3384317953942792,4.474588987418955e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2506542205810547,0.0714134456826936,0.0714134456826936,9.441956162338288e-23,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2552928924560547,-0.35954614059841755,-0.35954614059841755,-4.753753113877378e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2599315643310547,0.10022190513765254,0.10022190513765254,1.325087769914268e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2645702362060547,0.819102950340413,0.819102950340413,1.0829801132856391e-21,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2692089080810547,-0.3925050872670039,-0.3925050872670039,-5.189521093739822e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2738475799560547,-0.14972669671654779,-0.14972669671654779,-1.979617274050627e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2784862518310547,-0.09558187503074221,-0.09558187503074221,-1.2637394335574993e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2831249237060547,0.3544338618222299,0.3544338618222299,4.686160923593086e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2877635955810547,-0.27381613726956816,-0.27381613726956816,-3.6202705805954467e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2924022674560547,0.19783162330858575,0.19783162330858575,2.615638409471903e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
0.2970409393310547,0.43510261639894887,0.43510261639894887,5.752725962014682e-22,0.6637586623492622,8.775910659906485e-22,GW150914_H1_public,H1,fetched
