Iterations,Approximated Pi,Actual Pi,Difference
101001,3.141602554481794,3.141592653589793,9.9008920009247e-06
102001,3.141602457415179,3.141592653589793,9.803825385734655e-06
103001,3.141602362233338,3.141592653589793,9.708643545103257e-06
104001,3.1416022688818934,3.141592653589793,9.61529210030676e-06
105001,3.1416021773085556,3.141592653589793,9.52371876250524e-06
106001,3.1416020874629997,3.141592653589793,9.433873206621257e-06
107001,3.141601999296785,3.141592653589793,9.34570699184789e-06
108001,3.1416019127632584,3.141592653589793,9.259173465281378e-06
109001,3.1416018278174893,3.141592653589793,9.174227696195913e-06
110001,3.1416017444161812,3.141592653589793,9.090826388113982e-06
111001,3.1416016625175796,3.141592653589793,9.008927786435805e-06
112001,3.1416015820814427,3.141592653589793,8.928491649573544e-06
113001,3.1416015030689364,3.141592653589793,8.849479143258066e-06
114001,3.141601425442601,3.141592653589793,8.771852807676339e-06
115001,3.1416013491662826,3.141592653589793,8.695576489525791e-06
116001,3.1416012742050583,3.141592653589793,8.62061526518687e-06
117001,3.141601200525219,3.141592653589793,8.546935426068103e-06
118001,3.1416011280941767,3.141592653589793,8.474504383571002e-06
119001,3.1416010568804604,3.141592653589793,8.403290667313712e-06
120001,3.141600986853617,3.141592653589793,8.333263823878667e-06
121001,3.141600917984234,3.141592653589793,8.26439444079341e-06
122001,3.1416008502438486,3.141592653589793,8.196654055492303e-06
123001,3.14160078360493,3.141592653589793,8.130015136664781e-06
124001,3.141600718040821,3.141592653589793,8.064451027856023e-06
125001,3.141600653525728,3.141592653589793,7.999935935032454e-06
126001,3.14160059003467,3.141592653589793,7.936444876843751e-06
127001,3.1416005275434795,3.141592653589793,7.873953686399204e-06
128001,3.1416004660287005,3.141592653589793,7.812438907350838e-06
129001,3.1416004054676283,3.141592653589793,7.75187783519371e-06
130001,3.141600345838262,3.141592653589793,7.692248468860186e-06
131001,3.1416002871192585,3.141592653589793,7.63352946542284e-06
