Input,FP_Result,Standard_Result
0.0,0.0,0.0
0.02506265664160401,0.17543859649122806,0.17543859649122806
0.05012531328320802,0.3508771929824561,0.3508771929824561
0.07518796992481203,0.5263157894736842,0.5263157894736842
0.10025062656641603,0.7017543859649122,0.7017543859649122
0.12531328320802004,0.8771929824561403,0.8771929824561403
0.15037593984962405,1.0526315789473684,1.0526315789473684
0.17543859649122806,1.2280701754385963,1.2280701754385963
0.20050125313283207,1.4035087719298245,1.4035087719298245
0.22556390977443608,1.5789473684210527,1.5789473684210527
0.2506265664160401,1.7543859649122806,1.7543859649122806
0.2756892230576441,1.9298245614035086,1.9298245614035086
0.3007518796992481,2.1052631578947367,2.1052631578947367
0.3258145363408521,2.280701754385965,2.280701754385965
0.3508771929824561,2.4561403508771926,2.4561403508771926
0.37593984962406013,2.631578947368421,2.631578947368421
0.40100250626566414,2.807017543859649,2.807017543859649
0.42606516290726815,2.982456140350877,2.982456140350877
0.45112781954887216,3.1578947368421053,3.1578947368421053
0.47619047619047616,3.333333333333333,3.333333333333333
0.5012531328320802,3.508771929824561,3.508771929824561
0.5263157894736842,3.6842105263157894,3.6842105263157894
0.5513784461152882,3.859649122807017,3.859649122807017
0.5764411027568922,4.035087719298246,4.035087719298246
0.6015037593984962,4.2105263157894735,4.2105263157894735
0.6265664160401002,4.385964912280701,4.385964912280701
0.6516290726817042,4.56140350877193,4.56140350877193
0.6766917293233082,4.7368421052631575,4.7368421052631575
0.7017543859649122,4.912280701754385,4.912280701754385
0.7268170426065163,5.087719298245614,5.087719298245614
0.7518796992481203,5.263157894736842,5.263157894736842
0.7769423558897243,5.43859649122807,5.43859649122807
0.8020050125313283,5.614035087719298,5.614035087719298
0.8270676691729323,5.789473684210526,5.789473684210526
0.8521303258145363,5.964912280701754,5.964912280701754
0.8771929824561403,6.140350877192982,6.140350877192982
0.9022556390977443,6.315789473684211,6.315789473684211
0.9273182957393483,6.491228070175438,6.491228070175438
0.9523809523809523,6.666666666666666,6.666666666666666
0.9774436090225563,6.842105263157895,6.842105263157895
1.0025062656641603,7.017543859649122,7.017543859649122
1.0275689223057642,7.192982456140349,7.192982456140349
1.0526315789473684,7.368421052631579,7.368421052631579
1.0776942355889725,7.543859649122807,7.543859649122807
1.1027568922305764,7.719298245614034,7.719298245614034
1.1278195488721803,7.894736842105262,7.894736842105262
1.1528822055137844,8.070175438596491,8.070175438596491
1.1779448621553885,8.24561403508772,8.24561403508772
1.2030075187969924,8.421052631578947,8.421052631578947
1.2280701754385963,8.596491228070175,8.596491228070175
1.2531328320802004,8.771929824561402,8.771929824561402
1.2781954887218046,8.947368421052632,8.947368421052632
1.3032581453634084,9.12280701754386,9.12280701754386
1.3283208020050123,9.298245614035086,9.298245614035086
1.3533834586466165,9.473684210526315,9.473684210526315
1.3784461152882206,9.649122807017545,9.649122807017545
1.4035087719298245,9.82456140350877,9.82456140350877
1.4285714285714284,9.999999999999998,9.999999999999998
1.4536340852130325,10.175438596491228,10.175438596491228
1.4786967418546366,10.350877192982455,10.350877192982455
1.5037593984962405,10.526315789473683,10.526315789473683
1.5288220551378444,10.701754385964911,10.701754385964911
1.5538847117794485,10.87719298245614,10.87719298245614
1.5789473684210527,11.052631578947368,11.052631578947368
1.6040100250626566,11.228070175438596,11.228070175438596
1.6290726817042605,11.403508771929824,11.403508771929824
1.6541353383458646,11.578947368421051,11.578947368421051
1.6791979949874687,11.75438596491228,11.75438596491228
1.7042606516290726,11.929824561403509,11.929824561403509
1.7293233082706765,12.105263157894736,12.105263157894736
1.7543859649122806,12.280701754385964,12.280701754385964
1.7794486215538847,12.456140350877194,12.456140350877194
1.8045112781954886,12.631578947368421,12.631578947368421
1.8295739348370925,12.807017543859647,12.807017543859647
1.8546365914786966,12.982456140350877,12.982456140350877
1.8796992481203008,13.157894736842106,13.157894736842106
1.9047619047619047,13.333333333333332,13.333333333333332
1.9298245614035086,13.50877192982456,13.50877192982456
1.9548872180451127,13.68421052631579,13.68421052631579
1.9799498746867168,13.859649122807017,13.859649122807017
2.0050125313283207,14.035087719298245,14.035087719298245
2.0300751879699246,14.210526315789473,14.210526315789473
2.0551378446115285,14.385964912280699,14.385964912280699
2.080200501253133,14.56140350877193,14.56140350877193
2.1052631578947367,14.736842105263158,14.736842105263158
2.1303258145363406,14.912280701754383,14.912280701754383
2.155388471177945,15.087719298245615,15.087719298245615
2.180451127819549,15.263157894736842,15.263157894736842
2.2055137844611528,15.438596491228068,15.438596491228068
2.2305764411027567,15.614035087719296,15.614035087719296
2.2556390977443606,15.789473684210524,15.789473684210524
2.280701754385965,15.964912280701753,15.964912280701753
2.305764411027569,16.140350877192983,16.140350877192983
2.3308270676691727,16.31578947368421,16.31578947368421
2.355889724310777,16.49122807017544,16.49122807017544
2.380952380952381,16.666666666666668,16.666666666666668
2.406015037593985,16.842105263157894,16.842105263157894
2.4310776942355887,17.01754385964912,17.01754385964912
2.4561403508771926,17.19298245614035,17.19298245614035
2.481203007518797,17.36842105263158,17.36842105263158
2.506265664160401,17.543859649122805,17.543859649122805
2.5313283208020048,17.719298245614034,17.719298245614034
2.556390977443609,17.894736842105264,17.894736842105264
2.581453634085213,18.07017543859649,18.07017543859649
2.606516290726817,18.24561403508772,18.24561403508772
2.631578947368421,18.421052631578945,18.421052631578945
2.6566416040100247,18.59649122807017,18.59649122807017
2.681704260651629,18.771929824561404,18.771929824561404
2.706766917293233,18.94736842105263,18.94736842105263
2.731829573934837,19.122807017543856,19.122807017543856
2.756892230576441,19.29824561403509,19.29824561403509
2.781954887218045,19.473684210526315,19.473684210526315
2.807017543859649,19.64912280701754,19.64912280701754
2.832080200501253,19.82456140350877,19.82456140350877
2.8571428571428568,19.999999999999996,19.999999999999996
2.882205513784461,20.175438596491226,20.175438596491226
2.907268170426065,20.350877192982455,20.350877192982455
2.932330827067669,20.52631578947368,20.52631578947368
