axis_index,axis_name,projection_angle_degrees,axis_weight,entropy_norm,dfi_norm,elastic_pi_span,source_removal_residual,necessary
0,x,0.0,0.13312135762789423,32.34592862836469,0.726768791377308,0.7040289663511152,0.14424624081769857,True
1,y,36.0,0.11738975524339981,32.49463125940202,0.9148330290219086,0.7053539033221645,0.1271646951625596,True
2,z,72.0,0.49275540203228485,32.45355922054315,4.37442699172358,0.7098571012347266,0.6331650623015649,True
3,w,108.0,0.12361212746852691,32.4990993845135,1.1699490535806087,0.7106080288973007,0.13369187684934733,True
4,u,144.0,0.13312135762789423,32.47625721847087,1.6373264833709857,0.7049179925597338,0.14483579538277733,True
