split,train_accuracy,validation_accuracy,accuracy,test_loss,mean_confidence,generalization_gap,roundtrip_accuracy,modality_rmse
train,1.0,,,,,,,
validation,,1.0,,,,,,
test,1.0,1.0,1.0,0.9015252590179443,0.40904688835144043,0.0,0.3333333432674408,0.6001147627830505
