sample,target,prediction,absolute_error,metric_producer
0,-0.6831493377685547,0.019930273294448853,0.7030795812606812,SOInet
1,-0.026252683252096176,0.009966045618057251,0.03621872887015343,SOInet
2,-0.5289415717124939,-0.024250030517578125,0.5046915411949158,SOInet
3,0.2895343005657196,-0.007351517677307129,0.29688581824302673,SOInet
4,-0.08847784996032715,-0.02247205376625061,0.06600579619407654,SOInet
5,0.09369838982820511,0.022146522998809814,0.0715518668293953,SOInet
6,-0.07893291115760803,-0.05379161238670349,0.02514129877090454,SOInet
7,0.034910548478364944,-0.034738689661026,0.06964923441410065,SOInet
